App Id,Category
1268685361,Music
930794252,Games
1434645304,Games
1159475164,Games
611470289,Photo & Video
1287614200,Social Networking
1022433409,Games
1265035248,Lifestyle
899742657,Music
484829437,Productivity
1359333657,Games
665694824,Games
1403281172,Productivity
501478352,Finance
1318177580,Games
1225567974,Games
680270408,Finance
1032844176,Games
1128079844,Games
1265145322,Games
1084448255,Entertainment
976545767,Games
999261235,Games
1251893010,Games
406393007,Music
1121121404,Games
1064017845,Games
1064497671,Games
1115751006,Games
1244210673,Games
1393042017,Games
1313800622,Games
1328266576,Games
1370483471,Games
1242227872,Games
1182341536,Games
1034019709,Games
1364842664,Games
334426124,Sports
1434308527,Games
1064429971,Games
1142503313,Games
859866568,Games
1438220071,Games
1141842849,Games
1069445489,Games
1438608172,Games
1146128499,Games
646803444,Games
1375330146,Lifestyle
828410902,Games
1263244097,Games
1357553368,Games
1308256133,Games
1342524735,Games
1172213338,Games
959281141,Games
1299906160,Games
1135191483,Games
1118295260,Games
1370965530,Games
1434689824,Games
1215254633,Games
1357172215,Games
1349699982,Games
1108482741,Games
1118882627,Games
1436857824,Education
1017311881,Games
1154643370,Games
337735624,Games
359002643,Entertainment
1085489362,Games
1063302971,Entertainment
1396555870,Games
469609836,Social Networking
1353293340,Games
1325530121,Games
1278919579,Games
1190611967,Games
947742764,Games
1246080229,Games
1230479042,Games
1185637855,Games
959498315,Games
898040123,Games
566229012,News
506071794,News
1078160821,Games
416145671,Games
652945710,Games
579962583,Education
1048786895,Sports
525781368,Music
648668184,Games
1085652055,Photo & Video
937261650,Games
1210244851,Games
359917414,Games
299948601,Entertainment
398269756,News
1435120620,Games
1254037943,Lifestyle
648154021,Business
581389616,News
494474881,Health & Fitness
1370245504,Games
1440293279,Games
1417799395,Games
1425793208,Games
966490697,Games
1402499966,Games
330376830,Health & Fitness
1143920524,Utilities
564540143,Games
723644263,Games
1439578719,Games
298307011,Music
747403894,Games
467154094,Weather
493794012,Utilities
1272152941,Games
427814191,Games
1066752474,Games
1248859635,Games
1404426295,Games
925016244,Entertainment
883237617,Games
1273162445,Games
1263426717,Games
912390687,Music
1298487584,Games
1156044443,Games
969086312,Photo & Video
1320739918,Games
1288430163,Games
909351158,Games
1032267351,Health & Fitness
506141837,Social Networking
525958087,Entertainment
955870934,Photo & Video
1293658302,Games
1441941417,Games
834370671,Finance
486645049,Utilities
467273272,News
1364335112,Games
545551605,Entertainment
1252188085,Games
1023782170,Games
336456412,Business
1348173937,Games
1184083151,Games
1057340661,Games
1313561414,Games
1219432055,Games
658308834,Sports
412443566,Health & Fitness
1386577169,Entertainment
533031474,Productivity
576177593,Entertainment
733948370,Entertainment
1087161387,Music
300048137,Weather
381982120,Navigation
1099109257,Games
1245499117,Games
1371019709,Games
475976577,Lifestyle
1435504955,Games
1405607526,Games
1061633775,Education
1382192900,Games
1238025108,Games
1439788667,Games
1277486668,Games
363920434,Lifestyle
635573390,Games
1435033647,Games
1197041040,Games
710535379,Sports
1407592153,Games
369971145,Lifestyle
405100477,Weather
1289104241,Games
1052985771,Games
289560144,Health & Fitness
627194294,Health & Fitness
964748094,Health & Fitness
539124565,Social Networking
529000772,Utilities
956081467,Music
1407804709,Games
1438815137,Games
415950922,Weather
1108841391,Games
1263118728,Games
321916506,Games
528732981,Weather
1420058690,Games
400719305,Health & Fitness
1255032913,Games
566237798,Lifestyle
992332888,Productivity
429708087,Navigation
1212951043,Games
1069361548,Entertainment
1037595083,Health & Fitness
324685957,Social Networking
291890420,Health & Fitness
335445524,Games
537609905,Finance
896501514,Health & Fitness
1139609950,Games
617045654,Weather
1373579374,Games
997362197,Photo & Video
1200891906,Games
1354940721,Games
1154406242,Games
1237389186,Games
1310212267,Entertainment
1417124994,Entertainment
1322446828,Games
986709487,Games
1236602596,Games
1433881400,Games
977862069,Games
428146680,Travel
367100181,News
1355767781,Games
395979574,Games
470179308,Lifestyle
1255042213,Games
422080008,Entertainment
369691844,Navigation
532457588,Food & Drink
653967729,Games
1053130968,Games
546821797,Photo & Video
308331524,Utilities
721623204,Games
1226965007,Games
484114103,Games
1171026725,Games
1331831564,Entertainment
1436044849,Games
1419586494,Games
839599050,Games
1439282938,Games
1358243461,Games
1204824670,Games
781383622,Photo & Video
300704847,Utilities
1384801188,Games
606413051,Games
1419954157,Games
521207075,Shopping
555260595,Social Networking
513603251,Games
1117759071,Games
1432032744,Games
1090276143,Games
1320535586,Games
1290049311,Games
1399439654,Social Networking
1045436888,Games
638229867,Games
1436842297,Games
373780572,Games
1328223125,Games
1444677406,Games
1239740406,Games
1159232511,Games
420526286,News
529057862,Lifestyle
894546091,Entertainment
500962489,Games
1102415991,Games
1100548985,Photo & Video
476555713,Utilities
416867919,Music
1145500015,Games
1292502160,Games
1286537390,Entertainment
1081296743,Games
1289663428,Games
1058317706,Games
1288458862,Games
1209083773,Games
797701494,Games
997323990,Games
1207239009,Games
1188384215,Games
1339245119,Games
1252963998,Games
1215300354,Games
1393997771,Games
1272123223,Games
1422057687,Games
387301602,Games
426130673,News
388838723,Utilities
891722241,Sports
292987597,Health & Fitness
1098805023,Lifestyle
325851015,Shopping
1159360534,Games
580778301,Productivity
1232693016,Games
1115565187,Social Networking
1163798425,Games
1346797969,Games
1137673647,Games
922638386,Games
921827126,Utilities
779656557,Medical
518469483,Navigation
1370327712,Games
962050549,Games
1098189391,Games
1144401880,Games
596159212,Books
966460837,Lifestyle
407108860,Productivity
1340929016,Games
384101264,News
469396327,News
994855806,Games
1179935645,Lifestyle
1172964810,Games
506375544,Weather
500964912,Games
1421219214,Games
563155321,Business
531366264,News
1119560044,Games
1250312807,Productivity
337604610,News
975414811,Books
449621749,News
421360650,Health & Fitness
314498713,Health & Fitness
928747806,Shopping
1068808996,Games
1340860032,Games
1255416149,Games
1231464240,Games
1433686529,Games
1085983127,Games
348529054,Utilities
973056418,Music
1197354394,Games
804641004,Productivity
622434129,Photo & Video
386505750,News
429007990,Weather
1439759880,Games
484569962,News
418398949,Weather
389571743,News
1424916256,Lifestyle
1415559267,Games
1039731496,Games
1318625606,Games
722696868,News
1196953001,Music
584632814,Shopping
488537620,News
696014681,Weather
514772744,Sports
1358671513,Games
568471693,Health & Fitness
431685286,Lifestyle
1243351872,Games
1317765839,Games
1057968965,Music
315241195,Finance
1420487784,Games
1308371227,Games
1190232033,Utilities
937072424,Travel
1302753612,Games
1360420882,Games
1031509294,Games
1317195834,Entertainment
620067490,Social Networking
1078643602,Games
751363884,Games
399057337,Travel
935588678,Lifestyle
308750436,Reference
1134663276,Games
355554941,Music
1262870782,Games
1201725025,Lifestyle
1084252650,Games
393858792,Games
1440971279,Games
1404604761,Games
1225036329,Photo & Video
1161724508,Games
1436433223,Games
1267707161,Games
1365309175,Productivity
919405673,Utilities
1437753970,Games
1441951706,Games
1027823404,Games
1277646303,Games
1228674671,Games
1317632685,Games
1391324238,Games
979598664,Games
1246242106,Photo & Video
1174964304,Photo & Video
1087085679,Games
1215670487,Games
1278565002,Games
1412519426,Games
674475160,Games
1299514943,Games
1361012099,Photo & Video
1445466436,Games
1097021309,Games
378161776,Games
1387302321,Games
1019885189,Social Networking
392550386,Social Networking
1376455581,Games
1108479411,Games
695531774,Games
1397487777,Games
1127240206,Games
708600202,Games
1050465729,Games
1384622732,Games
1191435163,Games
1445434298,Games
470656567,Weather
1316937847,Games
1330237721,Games
1378820186,Games
1151747316,Games
901476753,Games
1265614682,Games
1237172656,Games
1122666528,Games
998665159,Games
974135847,Games
1314214308,Games
1195342853,Education
1101622812,Games
1356495807,Games
1438089337,Games
1269638287,Games
1272052454,Games
1440455653,Games
1344702806,Games
1325088893,Games
1273891658,Games
1025707485,Productivity
502939436,Entertainment
947863045,Food & Drink
1169675039,Entertainment
891132290,Music
947281623,Entertainment
1410715405,Games
405263151,Games
339532909,Entertainment
396301854,Productivity
1421029295,Games
1103668240,Games
1118406919,Games
1401727934,Games
1300500620,Games
1144352844,Utilities
1382613712,Games
398990729,Games
417047728,Lifestyle
388389451,Reference
1027116396,Games
1380734374,Games
597851882,Photo & Video
498408628,News
1403225664,Games
408023130,Weather
991750569,Games
480189064,Games
1346574263,Games
306310789,Books
773121479,Games
505232685,News
449733109,News
1404967851,Games
766443283,Sports
493619333,Sports
1102844876,News
950766480,Photo & Video
1300588558,Games
1434397542,Games
1073501073,Games
1403748358,Games
1071310449,Games
1348678366,Games
1055402544,Games
1434442244,Entertainment
648390373,Games
1437553462,Games
1368444461,Games
1326696973,Games
570655455,Games
1274944007,Games
1073959479,Games
1055455919,Games
1214716040,Games
1094138419,Games
1085488038,Games
1278836780,Games
1187611970,Games
1032018059,Music
1201970252,Music
828377094,Games
734383232,Entertainment
1438752267,Music
1013838575,Games
1404220945,Games
1171311339,Games
1001780528,Games
1308886071,Games
1123003954,Games
1392850214,Games
965869424,Games
487127942,Utilities
901900997,Games
1357131935,Games
547278741,News
1364819335,Games
1118431695,Games
391514185,Education
1086379636,Games
964738592,Games
1277182498,News
1385608536,Games
311395856,Games
1305610696,Games
939573083,Games
1296699375,Games
1311856863,Games
1146945768,Games
1310218912,Games
1359695238,Games
1378165146,Games
1287171334,Games
1185735018,Entertainment
1404419108,Lifestyle
1253690514,Social Networking
586167688,Business
1392946805,Games
307184892,Sports
1193528241,Games
1195757615,Games
1437101900,Games
894778729,Games
1089225191,Games
1344501720,Games
892761988,Games
1254368918,Utilities
1044531931,News
1044527592,Lifestyle
1183920377,Entertainment
770943179,Education
1230955852,Games
1193963529,Games
1435422012,Games
954153702,Games
1354515688,Games
1401219925,Games
1441445569,Games
1353505166,Games
1246087548,Games
793753310,Games
1426300386,Games
1348936707,Games
1126354430,Books
1071987042,Games
1229754721,Games
1251847638,Games
954297954,Games
973161926,Games
1405593173,Games
1442486872,Games
1365779157,Games
384200512,Games
1363072482,Games
1442564150,Games
975550237,Games
718031953,Reference
678890930,Games
1325521318,Games
1382208971,Games
1333123447,Games
1044534198,Games
816283225,Games
1164236087,Games
1339021541,Entertainment
1133052124,Graphics & Design
1075872386,Games
924907196,Games
889920916,Games
656445197,News
1143417801,Games
885311320,Entertainment
1289094512,Lifestyle
324690258,News
642831690,Games
978810802,Games
1367054026,Games
922488002,Games
1203790171,Games
488222080,News
1121513846,Games
854689871,Health & Fitness
687877464,Games
806719182,Lifestyle
909048916,Lifestyle
1095572547,Games
405862075,Entertainment
720796332,Health & Fitness
393402212,Social Networking
933439687,Weather
552764013,Sports
578496721,Navigation
493299360,Weather
1195886256,Navigation
1026839321,News
1339090371,Games
584986228,Reference
670275118,Games
949498190,Games
909480609,Games
1390624037,Games
1435951901,Games
545395155,Music
331809469,News
1438101474,Games
432450349,Sports
1215360172,Games
420498715,News
951704333,Photo & Video
505507641,News
884095717,Utilities
904275738,Games
849930121,News
1298197591,Games
687222055,Games
1441949789,Entertainment
1434486660,Games
1437255214,Games
1220824397,Games
306937222,Games
1067497655,Games
399452287,Reference
902173725,Games
380908399,Music
416454511,Books
1407567943,Games
1291038640,Education
1142635401,Utilities
866148386,Games
1309486814,Games
1377098598,Games
964436963,Games
1410299856,Games
1205449524,Games
297368629,Health & Fitness
687207809,Games
1132505572,Games
1194219168,Games
530957474,Photo & Video
717754939,Games
1105834924,Games
353938652,Health & Fitness
317374984,Entertainment
845422455,News
688314031,Health & Fitness
568136681,News
1128815270,Games
1314727422,Games
1403992113,Reference
1208338212,Photo & Video
1253570517,Games
1248458735,Games
623158699,Entertainment
396659191,Weather
1099413961,Navigation
1348239067,Games
478653772,Utilities
428652359,Weather
504631398,News
730878935,Games
413543765,Weather
1141349482,Games
1361921699,Games
1367355715,Games
932337035,Games
1196254150,Games
445283501,Games
367287593,Entertainment
1205391576,Games
1316438184,Games
998910618,Games
1418421198,Games
1214223596,Games
1118766358,Games
1417137923,Games
1120695201,Games
1434216737,Games
1024368549,Social Networking
990247742,Lifestyle
718021930,Games
331302745,Productivity
505446332,Social Networking
1129050711,Games
384671902,Weather
550932668,Health & Fitness
421819675,Productivity
663996719,Games
391564049,Utilities
961875786,Games
413112585,Weather
962993853,Games
1332325369,Games
718979056,Games
1390566374,Games
1370307852,Games
1441426628,Games
1334493552,Games
1361529693,Games
1361529190,Entertainment
692998669,Photo & Video
398890666,Games
1163777816,Games
289278457,Games
446531039,News
1057844059,Games
1403244215,Games
1156647353,Photo & Video
1018364252,Music
930574573,Games
1252801250,Games
686478938,Weather
1039418368,Games
1070930456,Health & Fitness
1321750825,Music
322978286,Productivity
1294995340,Games
1410847565,Games
1175871181,Games
938302806,Games
1252460942,Games
1270782229,Games
1334311990,Games
1432760060,Games
933135994,Entertainment
440279995,Photo & Video
1208907397,Games
473299958,Weather
449660326,News
1262502663,Games
1234123014,Games
1255385898,Games
698848120,Games
1312708394,Games
1224226281,Games
1297463606,Games
955358548,Games
1171814682,Games
376098160,Games
1317018868,Games
1228576904,Games
652139982,Games
530457204,Games
1425579722,Games
1017186083,Games
1103427318,Games
1099718747,Photo & Video
1399924592,Games
1441300695,Games
596010536,Games
1415348426,Photo & Video
1016562846,Utilities
1058141665,Social Networking
1400827947,Games
1212327459,Photo & Video
1214259095,Utilities
868758561,Games
1076160335,Books
589000500,Games
311456818,Games
1297059370,Games
398157427,Sports
1001250333,Games
1315384852,Games
966322463,Games
1441947601,Games
1156716750,Games
1406530780,Games
1101992623,Games
1384472278,Games
1240674439,Games
1442193729,Games
1074747535,Games
1270205479,Games
1142744199,Games
1389996968,Games
577037255,Photo & Video
608860296,Games
1435948136,Games
1080588341,Games
1205886626,Games
1097319948,Games
495637457,Games
1373043021,Games
1290165431,Games
1438603283,Games
598439078,Games
1256527196,Games
1315972812,Games
1163654683,Games
1138162108,Entertainment
1394308853,Sports
1241939435,Games
761380454,Games
1350093461,Games
1337826453,Games
1316326901,Games
1222475181,Games
1382142713,Games
1322841122,Games
916267282,Games
1326817565,Games
1386061625,Games
1085488832,Games
859015438,Weather
1237642722,Games
1158910251,Photo & Video
1075846391,Health & Fitness
1216677969,Games
1355669728,Games
1211118856,Games
1175389256,Games
1304925250,Games
1358277938,Games
1387165786,Utilities
1422972690,Games
1287989806,Games
1073594113,Games
1335560611,Games
1446388648,Games
1433867213,Games
1020119327,Games
354902315,Games
1344112523,Games
1361498808,Games
1027978684,Games
1239065985,Games
1079884680,Games
1324927964,Games
1401795256,Games
1301961145,Games
938785853,Games
1147971825,Games
1295366607,Games
1396451884,Games
835215885,Sports
1140908323,Photo & Video
654671575,Games
1092463062,Games
1177301643,Games
556164008,Games
1209083304,Games
1406720149,Games
1207493846,Games
1245293328,Games
1326677737,Games
1234781319,Games
1377332371,Games
1418794453,Games
1428351122,Games
1289098518,Games
1194697604,Entertainment
1068295174,Entertainment
1382207068,Productivity
502847605,Games
1343762972,Games
1362459566,Games
1297896111,Games
1227477597,Games
948623638,Games
1196652374,Photo & Video
1040158406,Games
769737983,Games
1362072943,Games
1191778703,Games
1113223808,Games
1217381869,Games
1047666264,Games
842428499,Weather
1412773762,Games
1255123642,Games
993764346,Games
1313655323,Games
698082806,Health & Fitness
1348577303,Games
1157626939,Games
1207801126,Games
1355569471,Games
1365459776,Games
1186807405,Entertainment
1399067538,Games
1152267570,Games
1416407100,Entertainment
1444990764,Games
1278702526,Games
1396376748,Games
1298579909,Games
1334698564,Games
1057961675,Games
1371336194,Games
939529493,Games
1241224473,Games
1021221577,Games
1437753286,Games
1116488672,Games
1142128785,Games
1240162700,Games
1105233101,Games
1124686975,Games
588937297,Social Networking
1228507736,Games
1332930709,Entertainment
1360270159,Lifestyle
1057860506,Games
570060128,Education
1060018255,Games
1262362476,Games
1269540854,Games
1000876192,Games
